location,lat,lon
"Thị Xã Buôn Hồ, Tỉnh Đắk Lắk",12.752580112,108.187613867
"Huyện Ea H'leo, Tỉnh Đắk Lắk",13.0471176880001,107.954834474
"Huyện Ea Súp, Tỉnh Đắk Lắk",12.9615896190001,107.512842121
"Huyện Buôn Đôn, Tỉnh Đắk Lắk",12.6684540470001,107.484515791
"Huyện Cư M'gar, Tỉnh Đắk Lắk",12.715632312,107.917006664
"Huyện Krông Búk, Tỉnh Đắk Lắk",12.900506169,108.096153528
"Huyện Krông Năng, Tỉnh Đắk Lắk",12.840490964,108.274052361
"Huyện Ea Kar, Tỉnh Đắk Lắk",12.5728714140001,108.371619413
"Huyện M'Đrắk, Tỉnh Đắk Lắk",12.45302847,108.58219412
"Huyện Krông Bông, Tỉnh Đắk Lắk",12.2768578660001,108.176226389
"Huyện Krông Pắc, Tỉnh Đắk Lắk",12.5362216250001,108.131526293
"Huyện Krông A Na, Tỉnh Đắk Lắk",12.3976002090001,107.886654404
"Huyện Lắk, Tỉnh Đắk Lắk",12.161139242,107.912583331
"Huyện Cư Kuin, Tỉnh Đắk Lắk",12.490786009,108.060532585
"Thành phố Gia Nghĩa, Tỉnh Đắk Nông",11.8854656390001,107.576691193
"Huyện Đăk Glong, Tỉnh Đắk Nông",11.790252148,107.716343743
"Huyện Cư Jút, Tỉnh Đắk Nông",12.549360361,107.558778018
"Huyện Đắk Mil, Tỉnh Đắk Nông",12.338778819,107.54334922
"Huyện Krông Nô, Tỉnh Đắk Nông",12.188264561,107.700001426
"Huyện Đắk Song, Tỉnh Đắk Nông",12.044072602,107.437137525
"Huyện Đắk R'Lấp, Tỉnh Đắk Nông",11.7491384620001,107.366398101
"Huyện Tuy Đức, Tỉnh Đắk Nông",11.9329049200001,107.20459804
"Thành phố Đà Lạt, Tỉnh Lâm Đồng",11.8093427530001,108.315380038
"Thành phố Bảo Lộc, Tỉnh Lâm Đồng",11.4386147050001,107.696171778
"Huyện Đam Rông, Tỉnh Lâm Đồng",11.8537520460001,107.963383524
"Huyện Lạc Dương, Tỉnh Lâm Đồng",11.9254886630001,108.275805911
"Huyện Lâm Hà, Tỉnh Lâm Đồng",11.6502486320001,107.969073208
"Huyện Đơn Dương, Tỉnh Lâm Đồng",11.639727141,108.392397816
"Huyện Đức Trọng, Tỉnh Lâm Đồng",11.5054667250001,108.215169488
"Huyện Di Linh, Tỉnh Lâm Đồng",11.215566645,107.873902274
"Huyện Bảo Lâm, Tỉnh Lâm Đồng",11.357380296,107.4854843
"Huyện Đạ Huoai, Tỉnh Lâm Đồng",11.3224853410001,107.474950854
"Huyện Đạ Tẻh, Tỉnh Lâm Đồng",11.419190132,107.396813271
"Huyện Cát Tiên, Tỉnh Lâm Đồng",11.5151087730001,107.265863652
"Thị xã Phước Long, Tỉnh Bình Phước",11.773532415,106.922892892
"Thành phố Đồng Xoài, Tỉnh Bình Phước",11.460987215,106.755323456
"Thị xã Bình Long, Tỉnh Bình Phước",11.603666348,106.496085675
"Huyện Bù Gia Mập, Tỉnh Bình Phước",11.8226067460001,106.748496471
"Huyện Lộc Ninh, Tỉnh Bình Phước",11.6576249250001,106.410852572
"Huyện Bù Đốp, Tỉnh Bình Phước",11.8796603500001,106.670305982
"Huyện Hớn Quản, Tỉnh Bình Phước",11.4678874470001,106.422743569
"Huyện Đồng Phú, Tỉnh Bình Phước",11.3015604230001,106.764758621
"Huyện Bù Đăng, Tỉnh Bình Phước",11.501133839,107.048576339
"Huyện Chơn Thành, Tỉnh Bình Phước",11.35450525,106.539299444
"Huyện Phú Riềng, Tỉnh Bình Phước",11.6049414190001,106.740945919
"Thành phố Tây Ninh, Tỉnh Tây Ninh",11.29391679,106.070418678
"Huyện Tân Biên, Tỉnh Tây Ninh",11.392147719,105.807316673
"Huyện Tân Châu, Tỉnh Tây Ninh",11.408027552,106.105954194
"Huyện Dương Minh Châu, Tỉnh Tây Ninh",11.188358984,106.138217778
"Huyện Châu Thành, Tỉnh Tây Ninh",11.1796866830001,105.86222287
"Thị xã Hòa Thành, Tỉnh Tây Ninh",11.2098457540001,106.087552453
"Huyện Gò Dầu, Tỉnh Tây Ninh",11.0470545470001,106.138657424
"Huyện Bến Cầu, Tỉnh Tây Ninh",11.0527215590001,106.013977023
"Thị xã Trảng Bàng, Tỉnh Tây Ninh",10.962814398,106.160750493
"Thành phố Thủ Dầu Một, Tỉnh Bình Dương",10.93960652,106.595185996
"Huyện Bàu Bàng, Tỉnh Bình Dương",11.153142256,106.498923041
"Huyện Dầu Tiếng, Tỉnh Bình Dương",11.1355553270001,106.326752365
"Thị xã Bến Cát, Tỉnh Bình Dương",11.0350407070001,106.508040909
"Huyện Phú Giáo, Tỉnh Bình Dương",11.1877150330001,106.643914862
"Thị xã Tân Uyên, Tỉnh Bình Dương",11.019800495,106.677918156
"Thành phố Dĩ An, Tỉnh Bình Dương",10.8641862530001,106.735550666
"Thành phố Thuận An, Tỉnh Bình Dương",10.8660432510001,106.65000669
"Huyện Bắc Tân Uyên, Tỉnh Bình Dương",10.959289035,106.683845458
"Thành phố Biên Hòa, Tỉnh Đồng Nai",10.8224606470001,106.762354395
"Thành phố Long Khánh, Tỉnh Đồng Nai",10.845783399,107.157610914
"Huyện Tân Phú, Tỉnh Đồng Nai",11.1763839400001,107.175719332
"Huyện Vĩnh Cửu, Tỉnh Đồng Nai",10.9737637420001,106.774784613
"Huyện Định Quán, Tỉnh Đồng Nai",11.0242144650001,107.108667803
"Huyện Trảng Bom, Tỉnh Đồng Nai",10.8589327560001,106.904373785
"Huyện Thống Nhất, Tỉnh Đồng Nai",10.8489349920001,107.05870984
"Huyện Cẩm Mỹ, Tỉnh Đồng Nai",10.6689515410001,107.072445733
"Huyện Long Thành, Tỉnh Đồng Nai",10.643651418,106.864613819
"Huyện Xuân Lộc, Tỉnh Đồng Nai",10.7654035910001,107.237813511
"Huyện Nhơn Trạch, Tỉnh Đồng Nai",10.5790132560001,106.751401199
"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",10.322885586,107.036188376
"Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",10.454550441,107.113041711
"Huyện Châu Đức, Tỉnh Bà Rịa - Vũng Tàu",10.537454128,107.136190551
"Huyện Xuyên Mộc, Tỉnh Bà Rịa - Vũng Tàu",10.4565741480001,107.340872677
"Huyện Long Điền, Tỉnh Bà Rịa - Vũng Tàu",10.3775407370001,107.169749134
"Huyện Đất Đỏ, Tỉnh Bà Rịa - Vũng Tàu",10.3795338900001,107.238727618
"Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",10.4676429830001,106.996538794
"Huyện Côn Đảo, Tỉnh Bà Rịa - Vũng Tàu",8.57782026100006,106.081159102
"Quận 1, Thành phố Hồ Chí Minh",10.753508218,106.681156818
"Quận 12, Thành phố Hồ Chí Minh",10.818621212,106.603695019
"Quận Gò Vấp, Thành phố Hồ Chí Minh",10.809818518,106.632544902
"Quận Bình Thạnh, Thành phố Hồ Chí Minh",10.7853255900001,106.683803633
"Quận Tân Bình, Thành phố Hồ Chí Minh",10.7683194570001,106.627602431
"Quận Tân Phú, Thành phố Hồ Chí Minh",10.7583595150001,106.607282706
"Quận Phú Nhuận, Thành phố Hồ Chí Minh",10.7883234670001,106.666341518
"Thành phố Thủ Đức, Thành phố Hồ Chí Minh",10.740843193,106.708245348
"Quận 3, Thành phố Hồ Chí Minh",10.765653683,106.664533209
"Quận 10, Thành phố Hồ Chí Minh",10.758518093,106.656045336
"Quận 11, Thành phố Hồ Chí Minh",10.7535622020001,106.634230656
"Quận 4, Thành phố Hồ Chí Minh",10.750773372,106.684533249
"Quận 5, Thành phố Hồ Chí Minh",10.74620507,106.650529755
"Quận 6, Thành phố Hồ Chí Minh",10.730007342,106.621064916
"Quận 8, Thành phố Hồ Chí Minh",10.6924885180001,106.597742436
"Quận Bình Tân, Thành phố Hồ Chí Minh",10.7109577840001,106.558880575
"Quận 7, Thành phố Hồ Chí Minh",10.6976063280001,106.689750926
"Huyện Củ Chi, Thành phố Hồ Chí Minh",10.914529492,106.356874837
"Huyện Hóc Môn, Thành phố Hồ Chí Minh",10.8254685950001,106.495712261
"Huyện Bình Chánh, Thành phố Hồ Chí Minh",10.6266417250001,106.463746007
"Huyện Nhà Bè, Thành phố Hồ Chí Minh",10.576264054,106.673397426
"Huyện Cần Giờ, Thành phố Hồ Chí Minh",10.377192445,106.735447338
"Thành phố Tân An, Tỉnh Long An",10.475860261,106.34773127
"Thị xã Kiến Tường, Tỉnh Long An",10.691772171,105.81768427
"Huyện Tân Hưng, Tỉnh Long An",10.653567588,105.499035248
"Huyện Vĩnh Hưng, Tỉnh Long An",10.731326906,105.6381213
"Huyện Mộc Hóa, Tỉnh Long An",10.652395841,105.921149118
"Huyện Tân Thạnh, Tỉnh Long An",10.522622884,105.807975771
"Huyện Thạnh Hóa, Tỉnh Long An",10.5750993120001,106.035964971
"Huyện Đức Huệ, Tỉnh Long An",10.741991448,106.135768992
"Huyện Đức Hòa, Tỉnh Long An",10.740388642,106.270403748
"Huyện Bến Lức, Tỉnh Long An",10.5888951050001,106.332092986
"Huyện Thủ Thừa, Tỉnh Long An",10.543058473,106.229855226
"Huyện Tân Trụ, Tỉnh Long An",10.4602289150001,106.437575367
"Huyện Cần Đước, Tỉnh Long An",10.4359051330001,106.483138227
"Huyện Cần Giuộc, Tỉnh Long An",10.496609816,106.541609896
"Huyện Châu Thành, Tỉnh Long An",10.3956199950001,106.414080641
"Thành phố Mỹ Tho, Tỉnh Tiền Giang",10.3189691380001,106.287625045
"Thị xã Gò Công, Tỉnh Tiền Giang",10.3347983400001,106.584109209
"Thị xã Cai Lậy, Tỉnh Tiền Giang",10.3511319940001,106.084322178
"Huyện Tân Phước, Tỉnh Tiền Giang",10.4295343920001,106.090008536
"Huyện Cái Bè, Tỉnh Tiền Giang",10.274021277,105.815813145
"Huyện Cai Lậy, Tỉnh Tiền Giang",10.276724573,106.000588253
"Huyện Châu Thành, Tỉnh Tiền Giang",10.3138809610001,106.178892935
"Huyện Chợ Gạo, Tỉnh Tiền Giang",10.2978561580001,106.345453128
"Huyện Gò Công Tây, Tỉnh Tiền Giang",10.2760283600001,106.515209827
"Huyện Gò Công Đông, Tỉnh Tiền Giang",10.265624314,106.660495565
"Huyện Tân Phú Đông, Tỉnh Tiền Giang",10.194952911,106.475630969
"Thành phố Bến Tre, Tỉnh Bến Tre",10.190480281,106.319064134
"Huyện Châu Thành, Tỉnh Bến Tre",10.2371201880001,106.142478983
"Huyện Chợ Lách, Tỉnh Bến Tre",10.1485858770001,106.028762448
"Huyện Mỏ Cày Nam, Tỉnh Bến Tre",9.96628154500007,106.276735482
"Huyện Giồng Trôm, Tỉnh Bến Tre",10.025131979,106.357445086
"Huyện Bình Đại, Tỉnh Bến Tre",10.043674369,106.440171659
"Huyện Ba Tri, Tỉnh Bến Tre",9.95757197200004,106.47022932
"Huyện Thạnh Phú, Tỉnh Bến Tre",9.79530306600003,106.400595335
"Huyện Mỏ Cày Bắc, Tỉnh Bến Tre",10.07253766,106.21936504
"Thành phố Trà Vinh, Tỉnh Trà Vinh",9.88656022100002,106.301646009
"Huyện Càng Long, Tỉnh Trà Vinh",9.86030752600004,106.112725113
"Huyện Cầu Kè, Tỉnh Trà Vinh",9.75487480400005,105.953660628
"Huyện Tiểu Cần, Tỉnh Trà Vinh",9.72640928300007,106.099521382
"Huyện Châu Thành, Tỉnh Trà Vinh",9.76578013800003,106.219797311
"Huyện Cầu Ngang, Tỉnh Trà Vinh",9.67806600700004,106.324596678
"Huyện Trà Cú, Tỉnh Trà Vinh",9.60237161500004,106.132778801
"Huyện Duyên Hải, Tỉnh Trà Vinh",9.52732079100002,106.271923155
"Thị xã Duyên Hải, Tỉnh Trà Vinh",9.56574638400002,106.439988568
"Thành phố Cao Lãnh, Tỉnh Đồng Tháp",10.4062315910001,105.557915499
"Thành phố Sa Đéc, Tỉnh Đồng Tháp",10.2612269430001,105.704629874
"Thành phố Hồng Ngự, Tỉnh Đồng Tháp",10.751492931,105.310593473
"Huyện Tân Hồng, Tỉnh Đồng Tháp",10.7846435760001,105.370375773
"Huyện Hồng Ngự, Tỉnh Đồng Tháp",10.6924539620001,105.188918283
"Huyện Tam Nông, Tỉnh Đồng Tháp",10.6479551950001,105.355949412
"Huyện Tháp Mười, Tỉnh Đồng Tháp",10.3660230080001,105.6357357
"Huyện Cao Lãnh, Tỉnh Đồng Tháp",10.2892884940001,105.553639833
"Huyện Thanh Bình, Tỉnh Đồng Tháp",10.5155680390001,105.339127205
"Huyện Lấp Vò, Tỉnh Đồng Tháp",10.2786576930001,105.487621347
"Huyện Lai Vung, Tỉnh Đồng Tháp",10.1340348410001,105.558021317
"Huyện Châu Thành, Tỉnh Đồng Tháp",10.1489114020001,105.705310306
"Thành phố Long Xuyên, Tỉnh An Giang",10.30307759,105.359947451
"Thành phố Châu Đốc, Tỉnh An Giang",10.6106905830001,105.022797379
"Huyện An Phú, Tỉnh An Giang",10.710160936,105.028823972
"Thị xã Tân Châu, Tỉnh An Giang",10.704728463,105.124632344
"Huyện Phú Tân, Tỉnh An Giang",10.5413310970001,105.144189635
"Huyện Châu Phú, Tỉnh An Giang",10.4352669900001,105.065214899
"Huyện Tịnh Biên, Tỉnh An Giang",10.435325458,104.898405534
"Huyện Tri Tôn, Tỉnh An Giang",10.2706140230001,104.778319178
"Huyện Châu Thành, Tỉnh An Giang",10.3461364940001,105.112796894
"Huyện Chợ Mới, Tỉnh An Giang",10.3345328990001,105.327145664
"Huyện Thoại Sơn, Tỉnh An Giang",10.1835572730001,105.0951452
"Thành phố Rạch Giá, Tỉnh Kiên Giang",9.93627527900003,105.051581126
"Thành phố Hà Tiên, Tỉnh Kiên Giang",10.283403493,104.306118855
"Huyện Kiên Lương, Tỉnh Kiên Giang",9.97633466700006,104.492379182
"Huyện Hòn Đất, Tỉnh Kiên Giang",10.0362623980001,104.703638353
"Huyện Tân Hiệp, Tỉnh Kiên Giang",9.95660663900003,105.107872911
"Huyện Châu Thành, Tỉnh Kiên Giang",9.82935412800003,105.092449136
"Huyện Giồng Riềng, Tỉnh Kiên Giang",9.79400135800006,105.199641224
"Huyện Gò Quao, Tỉnh Kiên Giang",9.58766236100007,105.136333539
"Huyện An Biên, Tỉnh Kiên Giang",9.69278261300008,104.915142318
"Huyện An Minh, Tỉnh Kiên Giang",9.49408205700007,104.834587018
"Huyện Vĩnh Thuận, Tỉnh Kiên Giang",9.39894559500004,105.136905312
"Thành phố Phú Quốc, Tỉnh Kiên Giang",9.26284935800004,103.419762249
"Huyện Kiên Hải, Tỉnh Kiên Giang",9.63344477000004,104.33608111
"Huyện U Minh Thượng, Tỉnh Kiên Giang",9.47754283700004,105.028148802
"Huyện Giang Thành, Tỉnh Kiên Giang",10.3433059660001,104.523662696
"Quận Ninh Kiều, Thành phố Cần Thơ",9.99350216700003,105.717550185
"Quận Ô Môn, Thành phố Cần Thơ",10.0404810910001,105.556716203
"Quận Bình Thuỷ, Thành phố Cần Thơ",10.003517432,105.664720232
"Quận Cái Răng, Thành phố Cần Thơ",9.95462628700005,105.723611631
"Quận Thốt Nốt, Thành phố Cần Thơ",10.152295371,105.470790487
"Huyện Vĩnh Thạnh, Thành phố Cần Thơ",10.100421888,105.225786387
"Huyện Cờ Đỏ, Thành phố Cần Thơ",10.0253061380001,105.345963136
"Huyện Phong Điền, Thành phố Cần Thơ",9.93889983300005,105.583146161
"Huyện Thới Lai, Thành phố Cần Thơ",9.91912794800004,105.418289655
"Thành phố Vị Thanh, Tỉnh Hậu Giang",9.67973211700007,105.328279413
"Thành phố Ngã Bảy, Tỉnh Hậu Giang",9.76381984300002,105.766866415
"Huyện Châu Thành A, Tỉnh Hậu Giang",9.86538303000003,105.532679408
"Huyện Châu Thành, Tỉnh Hậu Giang",9.85981108600004,105.728186623
"Huyện Phụng Hiệp, Tỉnh Hậu Giang",9.65411400400006,105.586242098
"Huyện Vị Thuỷ, Tỉnh Hậu Giang",9.68811483800005,105.450518626
"Huyện Long Mỹ, Tỉnh Hậu Giang",9.58238303900004,105.338061291
"Thị xã Long Mỹ, Tỉnh Hậu Giang",9.60935180900003,105.546940954
"Thành phố Sóc Trăng, Tỉnh Sóc Trăng",9.55938522100007,105.92876212
"Huyện Châu Thành, Tỉnh Sóc Trăng",9.58921519000006,105.797209543
"Huyện Kế Sách, Tỉnh Sóc Trăng",9.71060345200004,105.84344073
"Huyện Mỹ Tú, Tỉnh Sóc Trăng",9.52409714600003,105.669345623
"Huyện Cù Lao Dung, Tỉnh Sóc Trăng",9.50185107900006,106.073266054
"Huyện Long Phú, Tỉnh Sóc Trăng",9.54195185300006,105.983001889
"Huyện Mỹ Xuyên, Tỉnh Sóc Trăng",9.35307492100003,105.753624797
"Thị xã Ngã Năm, Tỉnh Sóc Trăng",9.41098788900007,105.54391623
"Huyện Thạnh Trị, Tỉnh Sóc Trăng",9.37754362000004,105.588389656
"Thị xã Vĩnh Châu, Tỉnh Sóc Trăng",9.24470426500005,105.812480273
"Huyện Trần Đề, Tỉnh Sóc Trăng",9.40164945400005,105.964438034
"Thành phố Bạc Liêu, Tỉnh Bạc Liêu",9.19654415400004,105.679532189
"Huyện Hồng Dân, Tỉnh Bạc Liêu",9.38152642900008,105.262055331
"Huyện Phước Long, Tỉnh Bạc Liêu",9.27963159000007,105.248310984
"Huyện Vĩnh Lợi, Tỉnh Bạc Liêu",9.26040173400003,105.549698514
"Thị xã Giá Rai, Tỉnh Bạc Liêu",9.17356455300006,105.232721452
"Huyện Đông Hải, Tỉnh Bạc Liêu",9.01805618700007,105.245179139
"Huyện Hoà Bình, Tỉnh Bạc Liêu",9.13566489400006,105.507256824
"Thành phố Cà Mau, Tỉnh Cà Mau",9.08220981300008,105.096415964
"Huyện U Minh, Tỉnh Cà Mau",9.18588030700005,104.821274431
"Huyện Thới Bình, Tỉnh Cà Mau",9.20013014800003,104.959680889
"Huyện Trần Văn Thời, Tỉnh Cà Mau",8.87962780300006,104.522193708
"Huyện Cái Nước, Tỉnh Cà Mau",8.85200534700004,104.958944121
"Huyện Đầm Dơi, Tỉnh Cà Mau",8.82329360400007,105.048611158
"Huyện Năm Căn, Tỉnh Cà Mau",8.69112360200006,104.82089697
"Huyện Phú Tân, Tỉnh Cà Mau",8.77229688700004,104.780659742
"Huyện Ngọc Hiển, Tỉnh Cà Mau",8.38138655200004,104.71274165
